128, 4, 4, 1
90, 9, 5, 0.639506
195, 12, 8, 0.590993
195, 17, 11, 0.230963
157, 20, 16, 0.277063
90, 23, 20, 0.746032
208, 28, 20, 1
208, 28, 30, 0.123689
208, 30, 36, 0.0530839
195, 31, 45, 0.193856
195, 32, 53, 0.0332671
208, 32, 62, 0.459854
195, 35, 67, 0.400943
208, 35, 76, 0.341223
208, 35, 86, 0.282249
208, 35, 96, 0.000105361
208, 35, 106, 2.09315e-05
208, 35, 116, 0.127482
208, 36, 124, 3.33888e-07
208, 36, 134, 2.40274e-08
208, 36, 144, 0.0349438
208, 36, 154, 1.47213e-09
208, 36, 164, 1.10258e-14
208, 36, 174, 1.16632e-07
208, 36, 184, 4.1541e-15
208, 36, 194, 0.000521343
208, 36, 204, 1.82659e-27
208, 36, 214, 5.22638e-14
170, 37, 223, 1.27029e-33
208, 37, 232, 1.98934e-39
208, 37, 242, 2.35943e-22
208, 37, 252, 1.37607e-45
208, 37, 262, 9.581e-64
208, 37, 272, 6.07757e-36
208, 37, 282, 5.98466e-88
208, 37, 292, 2.42523e-103
208, 37, 302, 2.41201e-20
208, 37, 312, 8.32618e-24
208, 37, 322, 1.05131e-188
208, 37, 332, 1.13758e-32
208, 37, 342, 1.40367e-110
208, 37, 352, 5.77413e-130
208, 37, 362, 0
208, 37, 372, 0
208, 37, 382, 0
208, 37, 392, 2.62788e-248
208, 37, 402, 2.26277e-100
208, 37, 412, 0
208, 37, 422, 0
208, 37, 432, 0
208, 37, 442, 1.2906e-191
208, 37, 452, 0
208, 37, 462, 0
208, 37, 472, 0
208, 37, 482, 0
208, 37, 492, 0
208, 37, 502, 0
208, 37, 512, 0
208, 37, 522, 0
208, 37, 532, 0
208, 37, 542, 0
208, 37, 552, 0
208, 37, 562, 0
208, 37, 572, 0
208, 37, 582, 0
208, 37, 592, 0
208, 37, 602, 0
208, 37, 612, 0
208, 37, 622, 0
208, 37, 632, 0
208, 37, 642, 0
208, 37, 652, 0
208, 37, 662, 0
208, 37, 672, 0
208, 37, 682, 0
208, 37, 692, 0
208, 37, 702, 0
208, 37, 712, 0
208, 37, 722, 0
208, 37, 732, 0
208, 37, 742, 0
208, 37, 752, 0
208, 37, 762, 0
208, 37, 772, 0
208, 37, 782, 0
208, 37, 792, 0
208, 37, 802, 0
208, 37, 812, 0
208, 37, 822, 0
208, 37, 832, 0
208, 37, 842, 0
208, 37, 852, 0
208, 37, 862, 0
208, 37, 872, 0
208, 37, 882, 0
208, 37, 892, 0
208, 37, 902, 0
208, 37, 912, 0
208, 37, 922, 0
208, 37, 932, 0
